SRR1033783	SRR1033784	SRR1033785	SRR1033786	SRR1033787	SRR1033788	SRR1033789	SRR1033790	SRR1033791	SRR1033792	SRR1033793	SRR1033794	SRR1033795	SRR1033796
ENSMUSG00000080849	0	3	3	4	3	0	0	2	0	0	0	1	0	1
ENSMUSG00000104257	3	7	1	4	3	0	1	1	2	2	4	14	0	0
ENSMUSG00000096866	1	2	0	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000102296	4	2	2	1	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000103209	14	26	3	7	10	0	0	0	0	1	1	0	0	0
ENSMUSG00000104027	5	10	16	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000102407	2	6	9	5	2	0	0	0	0	0	0	2	0	0
ENSMUSG00000103214	5	6	20	2	6	1	1	0	0	0	0	0	0	0
ENSMUSG00000104100	3	5	19	1	8	0	0	0	0	0	0	0	0	0
ENSMUSG00000084740	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103889	5	4	10	3	2	0	1	0	0	0	0	0	0	0
ENSMUSG00000101301	3	1	3	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000104221	2	4	8	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102250	13	34	18	0	10	0	1	0	0	0	0	0	1	0
ENSMUSG00000102317	4	7	27	0	3	0	1	0	0	0	0	0	0	0
ENSMUSG00000103563	4	0	17	0	4	0	0	1	2	3	3	3	0	0
ENSMUSG00000102465	3	1	25	1	2	1	2	0	0	0	0	0	0	0
ENSMUSG00000102659	1	3	25	0	12	1	0	0	0	0	0	0	0	0
ENSMUSG00000103924	10	13	32	0	12	0	3	0	0	0	0	0	0	0
ENSMUSG00000104132	9	6	28	0	9	1	1	0	0	0	0	0	1	0
ENSMUSG00000102747	8	7	18	5	4	0	1	0	0	0	0	0	0	0
ENSMUSG00000102386	10	11	4	5	5	3	5	0	1	4	18	24	0	0
ENSMUSG00000103004	0	1	1	0	1	0	3	2	0	0	0	0	0	0
ENSMUSG00000104516	25	32	14	3	11	0	0	0	0	0	0	0	0	1
ENSMUSG00000101618	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099458	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073722	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095256	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100310	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101514	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101033	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101372	0	0	0	0	0	0	0	0	0	1	1	0	0	1
ENSMUSG00000103241	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086240	4	11	16	21	13	16	22	11	13	8	3	8	41	55
ENSMUSG00000048411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081557	0	0	0	4	0	0	0	0	0	0	0	0	1	7
ENSMUSG00000058590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101235	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080391	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099257	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099492	1	2	6	5	1	2	3	2	4	5	8	2	10	9
ENSMUSG00000101726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096829	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098883	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053185	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000100261	4	8	6	6	4	8	3	6	7	7	9	13	5	4
ENSMUSG00000101180	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048874	1336	1359	896	1967	1439	702	1060	594	331	313	269	121	1316	1271
ENSMUSG00000103783	2	0	12	7	4	0	0	0	0	0	0	0	0	0
ENSMUSG00000104315	1	4	15	4	6	0	2	2	0	1	0	0	3	4
ENSMUSG00000026064	3221	4218	1538	1169	1124	673	1646	915	1136	1056	660	247	846	760
ENSMUSG00000086151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086726	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087346	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100371	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098529	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086727	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100910	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099796	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050217	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026063	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100592	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094215	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101093	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070960	8	11	13	10	3	5	10	8	12	21	54	50	36	24
ENSMUSG00000088620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026058	4	14	385	314	514	269	207	120	19	21	0	0	3	3
ENSMUSG00000064688	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103482	0	1	12	5	10	1	3	0	2	0	1	2	0	0
ENSMUSG00000104498	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104313	0	0	11	1	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000102865	0	0	9	5	2	4	0	1	2	0	0	0	0	0
ENSMUSG00000102321	0	0	13	3	3	0	1	0	0	0	0	0	0	0
ENSMUSG00000091318	0	1	14	12	10	1	2	0	0	0	0	0	0	0
ENSMUSG00000089489	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104433	0	0	3	2	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000089395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102926	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000100497	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102917	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100481	34	21	23	34	14	26	16	34	46	25	22	12	38	28
ENSMUSG00000100590	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088750	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101754	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100318	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101612	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065260	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026134	152	179	108	152	388	542	130	176	46	72	112	68	224	240
ENSMUSG00000101682	0	1	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102714	5	4	6	4	1	0	4	0	0	0	0	0	1	2
ENSMUSG00000102093	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103746	4	2	6	9	11	12	8	0	2	3	0	0	3	6
ENSMUSG00000102198	0	0	1	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000004768	307	337	389	349	522	392	426	351	203	193	19	13	119	113
ENSMUSG00000042215	79	125	203	183	113	217	79	92	35	38	56	35	433	446
ENSMUSG00000103072	14	19	21	21	19	36	8	7	5	2	11	5	80	54
ENSMUSG00000042197	844	1017	1283	1257	1207	641	913	439	167	223	233	156	471	434
ENSMUSG00000081402	3	1	1	3	2	0	1	2	0	0	0	3	2	4
ENSMUSG00000042182	19	30	1147	1013	413	480	191	164	91	141	117	72	35	23
ENSMUSG00000104416	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026131	6692	5555	2157	7246	7535	2840	12517	4774	4792	5233	2117	985	1958	1770
ENSMUSG00000103596	0	0	8	1	4	0	1	0	0	0	0	0	0	0
ENSMUSG00000099382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084506	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103364	7	7	15	3	7	3	4	3	4	11	59	56	1	0
ENSMUSG00000105982	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000096992	127	150	103	175	183	48	367	108	128	114	33	27	33	32
ENSMUSG00000103001	234	147	57	233	263	106	381	165	128	172	73	26	59	52
ENSMUSG00000104397	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101462	1	0	4	2	4	1	0	0	1	1	3	0	2	0
ENSMUSG00000102336	4	9	16	14	19	3	3	1	2	2	10	6	7	3
ENSMUSG00000092852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042111	129	153	369	288	365	355	323	287	216	185	379	244	283	301
ENSMUSG00000101711	32	35	67	46	58	120	72	95	60	68	167	165	88	102
ENSMUSG00000026127	308	338	501	332	509	588	548	677	352	397	999	861	492	518
ENSMUSG00000026126	1	5	6	4	47	31	1	4	5	12	831	1076	162	222
ENSMUSG00000100280	1	3	1	5	36	26	4	2	4	15	580	812	134	129
ENSMUSG00000101223	0	0	0	0	0	0	0	0	0	0	1	0	1	1
ENSMUSG00000026125	0	0	0	0	0	0	0	0	0	0	1	0	1	1
ENSMUSG00000101116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026124	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000101803	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037529	0	0	4	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045815	0	0	6	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000045174	1	1	298	204	25	33	2	2	5	23	10	10	3	2
ENSMUSG00000100524	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103521	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104098	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037509	3007	2916	882	716	967	1248	225	361	116	307	444	406	63	66
ENSMUSG00000102537	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102612	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104002	608	550	311	238	227	334	78	112	43	90	149	133	16	10
ENSMUSG00000037503	3097	3331	6041	4789	3369	3564	2314	2868	1007	1315	3642	2820	1517	1471
ENSMUSG00000104358	27	64	39	38	22	8	9	8	0	3	37	15	4	4
ENSMUSG00000026123	601	629	2549	2602	1395	2105	926	1261	2230	1665	1834	1830	184	178
ENSMUSG00000103716	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103548	0	0	0	0	0	0	1	2	0	0	0	1	1	5
ENSMUSG00000103760	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104417	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064601	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101714	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102531	0	2	2	0	0	2	0	0	0	1	0	1	0	0
ENSMUSG00000103096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102434	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045216	817	862	1254	1071	592	779	356	536	440	392	3040	2476	254	225
ENSMUSG00000104523	154	156	237	230	130	176	76	115	68	80	608	478	60	62
ENSMUSG00000102202	6	3	1	8	10	1	1	3	0	0	7	3	1	2
ENSMUSG00000037470	1383	1511	887	1483	1698	1651	1307	1153	258	392	1040	773	1528	1362
ENSMUSG00000098752	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047180	4	4	14	5	68	40	1	0	7	5	2177	1829	229	216
ENSMUSG00000037447	577	779	595	730	152	182	99	126	107	217	908	755	2232	1870
ENSMUSG00000102762	3	0	4	1	0	2	1	1	0	0	0	0	0	2
ENSMUSG00000010453	2083	2044	1509	1434	949	898	501	523	159	233	768	659	1282	1247
ENSMUSG00000098680	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037432	67	89	286	292	188	161	106	130	60	65	202	173	39	43
ENSMUSG00000001143	429	507	997	887	725	840	519	610	236	202	772	918	200	250
ENSMUSG00000037408	137	188	286	257	147	177	118	144	65	58	194	227	136	132
ENSMUSG00000104316	0	2	7	3	1	5	0	0	0	0	9	3	2	4
ENSMUSG00000106081	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001138	987	964	1176	949	635	631	380	415	219	225	215	230	213	165
ENSMUSG00000102845	20	29	29	14	15	13	11	6	7	6	11	1	3	1
ENSMUSG00000067653	17	18	17	15	19	12	49	31	3	15	15	4	8	9
ENSMUSG00000109510	0	1	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000079610	100	109	129	103	119	141	201	182	160	164	48	40	74	92
ENSMUSG00000026121	300	377	971	600	370	453	818	712	399	492	1052	859	2337	1966
ENSMUSG00000087589	22	24	77	49	41	42	105	123	104	119	75	97	192	180
ENSMUSG00000046337	0	0	1	0	4	1	35	32	101	113	15	11	6	5
ENSMUSG00000089906	0	0	1	1	0	0	0	0	0	1	0	0	1	1
ENSMUSG00000077939	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061518	607	514	1344	1072	924	1390	1141	1506	1679	1683	658	570	1193	1159
ENSMUSG00000037351	1401	1382	2982	2660	1533	2083	1811	2275	2028	1896	2863	2281	2789	2719
ENSMUSG00000102416	0	1	10	9	2	0	5	1	0	4	4	1	2	4
ENSMUSG00000104237	0	0	4	12	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000026117	6	10	20	11	5	4	2	1	1	2	15	38	567	513
ENSMUSG00000097291	0	0	1	0	1	0	0	0	0	0	0	0	1	2
ENSMUSG00000026116	1390	1449	1667	2663	1538	848	850	525	191	226	627	409	1314	1195
ENSMUSG00000103016	1	0	6	1	2	3	1	0	0	0	0	0	0	2
ENSMUSG00000102930	0	0	6	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103159	0	0	13	0	0	0	0	1	0	0	1	0	0	1
ENSMUSG00000080054	0	1	0	1	0	0	0	0	0	0	0	1	0	1
ENSMUSG00000095944	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050122	0	10	33	37	1	0	0	1	2	2	0	0	1	2
ENSMUSG00000103603	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026114	0	0	39	43	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000102231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026113	402	529	1824	1624	653	524	2117	1373	382	501	290	148	268	225
ENSMUSG00000086064	0	0	6	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102879	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026112	554	648	524	453	1046	1193	752	891	389	467	893	655	455	404
ENSMUSG00000026111	420	433	457	318	494	493	564	451	576	457	194	178	519	632
ENSMUSG00000026110	44	44	338	491	759	420	167	211	14	30	2229	1133	2521	2323
ENSMUSG00000103948	0	1	0	3	5	3	2	0	0	0	5	1	5	3
ENSMUSG00000087233	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000026090	5	10	143	111	131	302	26	59	27	121	64	87	193	137
ENSMUSG00000089767	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104365	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000102650	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060771	325	387	212	312	267	79	142	44	35	43	30	13	106	97
ENSMUSG00000097268	0	1	4	6	3	0	0	0	0	0	0	0	3	0
ENSMUSG00000037216	46	49	17	18	16	7	12	4	5	6	3	10	15	18
ENSMUSG00000026088	236	237	66	66	137	48	54	30	15	16	22	19	143	186
ENSMUSG00000026087	366	395	466	390	409	620	324	445	394	384	282	224	605	678
ENSMUSG00000061584	2	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087374	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026085	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089141	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000058407	466	458	458	520	516	429	437	355	341	339	270	162	723	742
ENSMUSG00000026083	1359	1313	516	1535	1488	795	1001	524	281	302	484	251	1498	1371
ENSMUSG00000026082	901	836	573	772	829	473	511	400	80	95	178	81	588	529
ENSMUSG00000103804	13	22	21	20	21	3	7	4	0	2	1	1	3	2
ENSMUSG00000102716	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSMUSG00000037138	173	238	587	457	120	136	92	128	74	132	7	18	20	10
ENSMUSG00000085391	0	0	3	0	0	1	0	1	0	1	0	0	0	0
ENSMUSG00000085280	1	0	4	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000087131	0	0	2	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000102984	0	1	2	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000102541	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103531	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000048814	105	109	2518	2039	646	605	282	244	50	121	31	42	11	5
ENSMUSG00000026080	1596	1132	816	681	760	915	188	243	54	92	534	430	12	11
ENSMUSG00000103647	2	1	3	2	5	0	0	0	0	0	1	0	0	0
ENSMUSG00000102447	0	0	0	0	2	1	0	0	0	0	0	1	0	0
ENSMUSG00000067604	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSMUSG00000026078	284	312	442	325	380	344	364	275	199	207	329	200	797	738
ENSMUSG00000103046	13	28	37	22	23	15	4	4	0	2	7	1	7	3
ENSMUSG00000104188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103182	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098833	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026077	279	141	67	65	53	54	7	14	8	49	19	22	6	3
ENSMUSG00000092553	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000092563	3	0	0	0	0	0	0	0	1	2	4	7	0	0
ENSMUSG00000073702	948	1086	2448	2436	2209	3156	2081	2904	3165	2775	6492	5965	12807	12858
ENSMUSG00000003134	118	193	386	407	356	294	584	633	40	73	377	201	384	387
ENSMUSG00000102607	0	1	3	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065629	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104827	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003135	273	296	432	408	295	275	197	242	74	93	143	107	341	354
ENSMUSG00000085894	31	31	40	40	22	8	24	15	5	6	23	3	10	19
ENSMUSG00000077704	4	4	14	4	1	0	3	0	0	1	2	0	0	0
ENSMUSG00000048234	362	370	429	411	259	169	238	191	120	134	301	178	378	374
ENSMUSG00000064936	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000102471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050967	71	87	683	717	1499	1255	530	429	17	49	11	17	13	8
ENSMUSG00000097083	5	8	94	59	140	190	49	42	9	11	6	1	1	0
ENSMUSG00000057173	20	12	1	0	3	3	0	2	0	1	2	0	37	25
ENSMUSG00000091937	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101634	1	3	0	0	1	0	0	3	1	0	2	0	0	0
ENSMUSG00000026074	5122	6744	5262	4916	6593	4728	16541	11958	11021	9415	3925	2131	5804	5186
ENSMUSG00000102985	0	0	3	5	2	0	1	1	1	0	0	0	5	2
ENSMUSG00000026073	0	0	3	1	14	2	0	1	6	3	78	67	9	10
ENSMUSG00000097899	0	0	8	12	6	1	2	0	3	3	0	0	0	0
ENSMUSG00000102975	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ENSMUSG00000026072	54	29	20	41	18	27	1	0	0	2	6	5	972	993
ENSMUSG00000103560	3	2	4	2	1	0	1	0	0	0	0	0	0	3
ENSMUSG00000070942	1	1	10	14	32	17	0	0	1	1	194	156	101	85
ENSMUSG00000103230	0	0	0	1	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000026069	0	0	0	0	14	0	0	0	1	3	64	51	1	1
ENSMUSG00000026070	0	0	0	0	0	0	0	0	0	0	1	0	2	1
ENSMUSG00000026068	9	5	0	0	2	2	0	0	0	0	5	1	25	17
ENSMUSG00000104441	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSMUSG00000026065	0	0	2	1	0	3	0	0	0	0	0	0	13	12
ENSMUSG00000102676	0	0	1	0	0	0	0	0	0	0	0	0	3	2
ENSMUSG00000026062	3	5	17	4	27	39	9	6	4	1	0	0	67	61
ENSMUSG00000103679	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103270	63	59	43	33	62	81	46	40	39	33	7	12	107	100
ENSMUSG00000041945	93	86	63	41	92	95	69	50	53	64	11	12	150	141
ENSMUSG00000079588	0	0	8	2	0	0	55	47	35	51	0	0	61	51
ENSMUSG00000094136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104072	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100832	126	267	31	28	2	11	1	0	0	0	0	0	0	0
ENSMUSG00000100178	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101877	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053640	5	3	0	0	3	10	4	0	0	0	0	0	0	0
ENSMUSG00000101919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101299	164	194	73	90	83	29	9	1	0	0	1	1	0	0
ENSMUSG00000100180	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103106	2	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000060424	852	850	383	335	495	476	146	105	175	210	43	60	19	15
ENSMUSG00000104199	2	6	0	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000093436	43	41	14	16	36	28	20	25	5	5	1	8	1	0
ENSMUSG00000045515	5046	6391	2986	1738	3944	3385	1451	1034	655	663	35	34	14	19
ENSMUSG00000097063	235	153	41	23	101	29	26	22	21	17	2	5	1	0
ENSMUSG00000099784	6	1	5	4	8	1	0	1	0	0	0	1	0	0
ENSMUSG00000060679	356	424	314	377	381	332	221	193	72	108	166	112	297	281
ENSMUSG00000077448	0	1	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000041907	27	32	195	144	171	137	97	100	67	77	3	4	4	3
ENSMUSG00000089088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070939	826	844	692	696	1174	1351	1125	1325	978	1065	1572	1224	883	836
ENSMUSG00000100269	2	5	4	0	17	21	10	4	9	20	0	1	0	0
ENSMUSG00000041878	6	2	6	4	9	15	6	2	0	3	2	1	2	0
ENSMUSG00000010290	288	280	383	285	339	308	303	214	337	255	73	52	130	134
ENSMUSG00000008136	43	89	93	97	111	282	87	118	16	25	16	8	10	20
ENSMUSG00000094497	57	50	218	213	141	361	132	260	299	211	517	457	709	729
ENSMUSG00000099576	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099694	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000066877	62	130	541	427	275	308	123	96	122	107	8	15	488	538
ENSMUSG00000103422	0	0	8	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000103945	5	10	21	17	10	1	3	6	1	1	0	0	6	16
ENSMUSG00000026051	3	1	5	3	2	2	0	0	0	2	0	0	6	8
ENSMUSG00000100764	0	0	1	8	1	0	0	0	0	0	0	0	2	4
ENSMUSG00000100635	0	1	0	7	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000100480	0	0	1	8	4	3	0	0	0	1	0	0	0	1
ENSMUSG00000057363	373	361	446	412	386	367	254	211	102	102	135	88	399	457
ENSMUSG00000090243	6	4	3	0	1	3	0	3	0	0	0	0	1	0
ENSMUSG00000100701	0	1	1	2	1	4	4	1	3	1	3	3	3	5
ENSMUSG00000101395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088848	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095757	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041763	860	1007	740	910	825	415	499	265	99	121	370	141	1554	1519
ENSMUSG00000047343	1	2	15	10	10	3	2	2	0	1	0	0	8	4
ENSMUSG00000090106	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSMUSG00000091844	2	3	0	3	3	0	2	0	0	1	0	0	24	20
ENSMUSG00000026049	41	77	128	73	87	69	30	35	11	17	53	17	232	222
ENSMUSG00000101104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026047	432	387	106	121	292	139	241	148	77	84	43	23	487	475
ENSMUSG00000041684	302	278	468	392	268	228	282	241	92	103	64	32	255	253
ENSMUSG00000026048	509	519	161	373	503	277	213	132	53	64	181	93	534	573
ENSMUSG00000046828	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000089703	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100966	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000101567	1	0	3	4	1	0	2	2	2	0	0	2	7	4
ENSMUSG00000056870	290	491	66	41	23	21	1	1	3	2	2	5	256	270
